,RF,MKT,RMRF,SMB,HML,UMD,mom_12_2,mom_12_7,mom_2_1,mom_20_10,mom_20_13,momd_10_5,momd_25_5,momd_7_2,momd_40_10,momd_30_20
2004-01-29,0.00028328136359356826,0.010117946955880874,0.009834665592287305,-0.001231890077520179,-0.0005433141808538838,0.0003880794513786974,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.003191016632800351,0.0026283727175582345,0.00241848504696075,-0.009420810321109988,0.0015760349848542485
2004-01-30,0.00028328136359356826,-0.020784463878668537,-0.021067745242262105,0.02304535080193249,0.0018048101696265515,0.0003880794513786974,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.013988035067853892,0.0026283727175582345,0.016917126101291414,-0.009420810321109988,0.0015760349848542485
2004-02-02,0.00028328136359356826,0.023133990919460203,0.022850709555866634,-0.013457756945339027,-0.0015558390375002623,-0.002449523984269226,0.0,0.0,-0.00024347750685118562,0.0,0.0,-0.0035726448057677882,0.0026283727175582345,-0.00309384050899964,-0.009420810321109988,0.0015760349848542485
2004-02-03,0.00028328136359356826,0.01901492500337946,0.01873164363978589,-0.016346230507746494,-0.0004788710864268024,-0.014586641411838255,0.0,0.0,-0.00024347750685118562,0.0,0.0,-0.001982260066908714,0.0026283727175582345,-0.0010814477144698328,-0.009420810321109988,0.0015760349848542485
2004-02-04,0.00028328136359356826,0.022622036905391846,0.022338755541798278,-0.01487711435903812,-0.0011295433970347696,-0.008313697394377715,0.0,0.0,-0.00024347750685118562,0.0,0.0,-0.0055225815966253484,0.0026283727175582345,-0.0009571503310141609,-0.009420810321109988,0.0015760349848542485
2004-02-05,0.00028328136359356826,0.0017177497240935913,0.001434468360500023,0.001326157741822306,0.00010940496192349088,0.001527241408778841,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.003467673317257445,0.0026283727175582345,0.005266114975637405,-0.009420810321109988,0.0015760349848542485
2004-02-06,0.00028328136359356826,-0.010626508607808602,-0.01090978997140217,0.007455214919177145,0.0007612654117437785,0.005008195560858243,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.005226007615696784,0.0026283727175582345,-0.0009785946339791085,-0.009420810321109988,0.0015760349848542485
2004-02-09,0.00028328136359356826,0.010590139273970421,0.010306857910376853,-0.004068086176658087,-0.0008216314445570025,-0.001462973104785081,0.0,0.0,-0.00024347750685118562,0.0,0.0,-0.002542703923473532,0.0026283727175582345,0.0001376363345254423,-0.009420810321109988,0.0015760349848542485
2004-02-10,0.00028328136359356826,-0.012203654278093395,-0.012486935641686963,0.0118561350417937,0.0007109669070357622,0.008382997528618824,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.004121652963652523,0.0026283727175582345,0.000995843098109656,-0.009420810321109988,0.0015760349848542485
2004-02-11,0.00028328136359356826,-0.015047798588832812,-0.01533107995242638,0.014109411352181508,0.00039890970565101323,0.010950869222237869,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.010657489984412653,0.0026283727175582345,0.002026771577424543,-0.009420810321109988,0.0015760349848542485
2004-02-12,0.00028328136359356826,-0.02085677946182577,-0.02114006082541934,0.019636984217859914,0.00011007833553387667,0.015327878444368418,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0007737595693039819,0.0026283727175582345,0.015841728450690862,-0.009420810321109988,0.0015760349848542485
2004-02-13,0.00028328136359356826,0.0025386651678448975,0.0022553838042513293,-0.003271910182620786,-0.0001724449795394694,-0.002328375670835328,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0008993305464182553,0.0026283727175582345,-0.002599052005151273,-0.009420810321109988,0.0015760349848542485
2004-02-16,0.00028328136359356826,0.025236697181361317,0.02495341581776775,-0.016231323008219115,-0.0010360019700599138,-0.0087748747714846,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.00029466031766858564,0.0026283727175582345,-0.010122001718879309,-0.009420810321109988,0.0015760349848542485
2004-02-17,0.00028328136359356826,-0.0010796635344677103,-0.0013629448980612786,0.00459824359772453,0.0008381898509767539,0.0024586331662544256,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0040094978491091076,0.0026283727175582345,0.006457157611387134,-0.009420810321109988,0.0015760349848542485
2004-02-18,0.00028328136359356826,0.00845505386610788,0.008171772502514312,-0.005412037765522184,0.00011965788271349758,-0.005054121342394306,0.0,0.0,-0.00024347750685118562,0.0,0.0,-0.002610461397844382,-0.004928229124265461,-0.002272537330558616,-0.009420810321109988,0.0015760349848542485
2004-02-19,0.00028328136359356826,-0.003338118247803234,-0.003621399611396802,0.0030836732561640126,0.00037433437486408556,0.0041330429836133765,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0048053980729387685,0.0032375594476987905,0.004060766400890743,-0.009420810321109988,0.0015760349848542485
2004-02-20,0.00028328136359356826,0.0005922323145109605,0.00030895095091739225,0.0002401479131825489,-0.000270285151525714,0.00306457801183549,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.002571452304833588,0.0008830551268826032,0.002148894963544962,-0.009420810321109988,0.0015760349848542485
2004-02-23,0.00028328136359356826,-0.028625746961952404,-0.028909028325545972,0.019856984721672213,0.00013218021864450698,0.017076234942480704,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.01598702460794179,0.012311845217574655,0.0038294342078379513,-0.009420810321109988,0.0015760349848542485
2004-02-24,0.00028328136359356826,0.009609620899008294,0.009326339535414726,-0.0094888428005979,0.00019363186658749994,-0.003622265452017118,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0033696305625824183,-0.008788865215687421,0.0018897553741849744,-0.009420810321109988,0.0015760349848542485
2004-02-25,0.00028328136359356826,-0.016986320492548883,-0.01726960185614245,0.01141109084001433,-0.0005389916664607701,0.010155142778176678,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0011202151517159548,0.006929752513889397,0.005007487385776164,-0.009420810321109988,0.0003770930433536682
2004-02-26,0.00028328136359356826,0.019200462183391186,0.018917180819797617,-0.017334610989921846,-0.000784988992338086,-0.0011823546549048407,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.003247117758267097,-0.015620680323240396,0.005766851149208002,-0.009420810321109988,-0.013206615324912905
2004-02-27,0.00028328136359356826,0.008337086257677402,0.008053804894083834,-0.0034184740841620913,-0.00034726785692583667,-0.0009177751382964355,0.0,0.0,-0.00024347750685118562,0.0,0.0,-0.0005459351361121199,-0.0007425223984202047,0.0003276930910013342,-0.009420810321109988,-0.003137817209720464
2004-03-01,0.00028328136359356826,0.004687991309826637,0.004404709946233069,-0.0012686076799567725,4.7657693569463466e-05,0.0010721814758977268,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.00102929271480317,-0.0004812732436952694,0.00045988350026067047,-0.009420810321109988,-0.0017150453207638626
2004-03-02,0.00028328136359356826,-0.003983758355138487,-0.004267039718732055,0.004313260570387683,0.0002893226043860807,0.0007262000250816201,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0008916473809834076,0.0036223037901961814,0.0004088963143863383,-0.009420810321109988,0.004563537940466083
2004-03-03,0.00028328136359356826,-0.011342203800377893,-0.011625485163971461,0.005907022624662812,-0.0003073898158124405,0.0021045310617198885,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0017749369696864012,0.003154823614614987,-3.4301038806475105e-05,-0.009420810321109988,0.0018899726080706663
2004-03-04,0.00028328136359356826,0.0007375044311169114,0.00045422306752334316,0.0008685024089139854,0.0004182864827057228,-0.0007200297968531747,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0011518149384542721,0.0038217342781898716,0.0003109892322046965,-0.009420810321109988,0.004016028574738348
2004-03-05,0.00028328136359356826,-0.0031055360357353247,-0.003388817399328893,0.0006557131701511965,-0.0007315727707374355,0.00038144547443456564,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0017253798521714241,0.001325627350597405,0.00041882640886398365,-0.009420810321109988,0.00043094541155276275
2004-03-08,0.00028328136359356826,-0.007359374097030344,-0.007642655460623912,3.469686003398047e-05,0.000343587350316517,-0.00019012566347355146,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0032690744009880503,0.003041724668010115,0.001818109374468921,-0.009420810321109988,8.427120314078915e-05
2004-03-09,0.00028328136359356826,0.009956803454887777,0.009673522091294209,-0.011450924152896015,-6.420607942109988e-05,0.009054193891362616,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.00019518342259375082,-0.0008478507128214769,0.00045268986060288533,-0.009420810321109988,-0.0010789423373824937
2004-03-10,0.00028328136359356826,0.027060489867048756,0.026777208503455188,-0.018493560520468653,-0.0004657546851433741,0.0021456945400742697,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0001891452930536618,-0.006660485397103785,0.0032465059355397527,-0.009950466329643338,-0.010484653384981888
2004-03-11,0.00028328136359356826,0.005211080825552365,0.004927799461958797,-0.0014841588534585924,8.984198829283123e-05,0.0026968702946545387,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.004199227600872479,0.0017354735364749124,0.0027536928935536125,0.0014450950050726777,0.0010649502504402443
2004-03-12,0.00028328136359356826,0.006863949829078513,0.0065806684654849444,-0.0058660881291899124,-0.00037121931025406587,0.007138916678602884,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0012122084454132976,0.0013826715059453657,0.006934037372759867,-0.004229283053534722,-0.0008345129234696297
2004-03-15,0.00028328136359356826,0.030776866963631154,0.030493585600037586,-0.022009725680476377,-0.0002326786401075426,0.014214823522657244,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.01449672831417195,-0.004548334850206333,0.018231709634644457,-0.015654457787629382,-0.000645027082500647
2004-03-16,0.00028328136359356826,0.0036272690602813865,0.003343987696687818,-0.0016311327608681098,-1.415268734429778e-05,0.001856914224901411,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0021199661302422333,0.0021671429347129025,0.0023088664052623646,-0.0012229428868382112,-0.0003555174895098602
2004-03-17,0.00028328136359356826,-0.0010733748897917774,-0.0013566562533853456,0.002210746083390508,-2.5895069830686815e-05,0.0029113166597775596,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0024073992990663842,0.0010014603108078677,0.0013037185823970704,0.003961165568167756,0.002915203168532798
2004-03-18,0.00028328136359356826,-0.01490724802424075,-0.015190529387834318,0.008123331860604377,0.00016393502223757927,-0.003381922070520113,0.0,0.0,-0.00024347750685118562,0.0,0.0,-0.004863720172741958,-0.0013244822613222846,-0.00144082893714409,0.003943142986706016,0.004901538016955141
2004-03-19,0.00028328136359356826,0.022368490481246662,0.022085209117653094,-0.017636256085688154,0.0002128620993109363,0.014792053148178537,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.01457001870392492,0.0028726639696686784,0.0031516504143908487,-0.0015370342318433085,-0.012338896002393346
2004-03-22,0.00028328136359356826,0.004696474437385264,0.004413193073791696,-0.0030412505496527765,-8.078913239597667e-05,0.0006029949505187608,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0008283785638433451,-0.0003371792229799588,0.0005250572050532069,-9.955803373611148e-05,-0.004172302244206443
2004-03-23,0.00028328136359356826,-0.015755539459861315,-0.016038820823454883,0.013369724948327244,1.4211842436448393e-05,-0.008399679804642974,0.0,0.0,-0.00024347750685118562,0.0,0.0,-0.0014120126846625671,-0.002073783000013257,0.0004505787172949139,0.0027438711508380744,0.009544107705723283
2004-03-24,0.00028328136359356826,-8.162004022350283e-05,-0.0003649014038170711,0.0004157242814420685,-7.163795132592531e-05,0.001979599754136957,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0014650247885986405,0.0018676831028523755,0.00047075693388319237,0.0012838280737989892,0.0012975511154736897
2004-03-25,0.00028328136359356826,-0.005772717549497767,-0.006055998913091335,0.0063788992015744745,-0.0004772366338184677,0.0004842586309833099,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.001404771264648941,0.0003981092458222525,0.001859243810071175,-0.000322289999345904,0.00042383384792421904
2004-03-26,0.00028328136359356826,-0.0038558857200640785,-0.004139167083657647,0.005074480753581844,-0.00014670427583478649,0.004773450466208027,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.004250103702117701,-0.0022920064994176805,0.0025304395111806735,0.000623123643762352,0.0007353922560899427
2004-03-29,0.00028328136359356826,-0.008898105991369679,-0.009181387354963247,0.005227351112027247,-0.0005037099756993709,0.0016248350148500958,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.003486362655262864,-0.0018534327419002555,0.003559377621272907,0.0013234599375529827,0.0020812851767453558
2004-03-30,0.00028328136359356826,0.0016450578677649989,0.0013617765041714306,-0.0011703255053740881,4.161519320300579e-06,-0.0011739089351951017,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0012779016760167518,0.003304217951458332,-0.0024853147635899055,0.0012741963969283476,0.0015415932356487398
2004-03-31,0.00028328136359356826,0.007551520241038687,0.007268238877445119,-0.004910219210332491,9.969546233494524e-05,0.0003430654051043182,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0003959980600517525,0.004741185140551675,-0.0039035199294787048,0.0008463045525853453,0.002199854064851189
2004-04-01,0.00028328136359356826,0.010832293223247559,0.01054901185965399,-0.007402286260316531,0.00012968008153675127,-0.0018630033052740582,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0002932063813678263,0.0005350823504156704,-0.00021687848463156843,-0.001799357978393768,0.0012907769325210183
2004-04-02,0.00028328136359356826,0.005063679830126437,0.004780398466532869,-0.0008793275540560102,-0.000154601879278033,0.0009742843638513327,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.00420121521836374,0.004704781676473299,0.0041816944337232055,0.0030879450279713535,0.0036311632485500826
2004-04-05,0.00028328136359356826,-0.009622138771785483,-0.009905420135379052,0.010870432710127881,-0.0004691321835061164,0.004347534433046905,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0135806499445445,0.00517557377895725,0.0036496479659316626,0.006522971453538129,0.004699387609886596
2004-04-06,0.00028328136359356826,0.004144412719577221,0.0038611313559836526,-0.0011872502578306348,-0.00048289760464552986,-0.0009883916151372137,0.0,0.0,-0.00024347750685118562,0.0,0.0,0.0001061793523990038,-0.000370840825618557,2.152289828575909e-06,-0.0004689022875305448,-6.965464525798335e-05
2004-04-07,0.00028328136359356826,-0.0019142140006620369,-0.002197495364255605,0.002335154563183939,-0.00031074068825977133,0.0020933242189114477,0.0,0.0,0.0013321918415015394,0.0,0.0,0.0030558379378958045,0.002025496975561268,0.0023547578385132374,0.003835080206166526,0.0023301188167861864
2004-04-08,0.00028328136359356826,-0.004857656395114691,-0.005140937758708259,0.005152116308936114,-0.0006415430551700828,0.0029918825125585724,0.0,0.0,0.005237171270874711,0.0,0.0,0.002313130405106705,-0.0005354935153674495,0.005162642089234679,-5.204322877381336e-05,-0.00016209174458551765
2004-04-09,0.00028328136359356826,-0.02470383024838945,-0.02498711161198302,0.014826888905295956,5.586065867613612e-05,0.00957932777314299,0.0,0.0,0.012233123741735057,0.0,0.0,0.0023947202625683923,-0.0018691174864944498,0.008895769345427282,-0.0007755144060375275,-0.002558611796249807
2004-04-12,0.00028328136359356826,-0.006890479083242336,-0.007173760446835905,0.0059998598791018735,-0.0002616961281182562,0.004615929146568232,0.0,0.0,0.0029701031526814534,0.0,0.0,0.0031506332376147303,0.0029365072720883493,0.005609707323865505,0.0022913616108625893,2.323986396207808e-06
2004-04-13,0.00028328136359356826,-0.003941252213570499,-0.004224533577164067,0.0017056604892615147,-0.0008778351171929124,0.000967232206584593,0.0,0.0,0.0032274392928823715,0.0,0.0,0.0034917386795206913,0.0025245908499097183,0.001917824174955577,0.002057202524692842,0.0008036075934765462
2004-04-14,0.00028328136359356826,-0.005628316804818879,-0.005911598168412447,-0.0006616726438613233,0.00022759115776696895,0.0011888589680622828,0.0,0.0,0.0003798530452362028,0.0,0.0,0.0008357522260035597,-0.0012714018947162042,-0.0003896735102209008,-0.002640623490984686,0.0016901739114997519
2004-04-15,0.00028328136359356826,-0.006013170354760163,-0.006296451718353731,0.004052493341350225,-9.737324926168247e-05,0.0019170147687460647,0.0,0.0,0.0035972877642737777,0.0,0.0,0.0034434208046376035,0.001934019791392411,0.0023228214811074474,0.001833006050000618,-0.0025300457030916924
2004-04-16,0.00028328136359356826,0.01731400963165316,0.01703072826805959,-0.013917798241819277,5.965882928969561e-05,-0.000296096774684128,0.0,0.0,-0.011200043264915614,0.0,0.0,0.00026304155190435185,-0.000844074929392676,0.002593116961747869,0.0005326085545637392,0.009988072510255748
2004-04-19,0.00028328136359356826,-0.010986585047654616,-0.011269866411248185,0.005798310682161494,-0.0022011592177373506,0.0034926465814149174,0.0,0.0,0.004537702569704314,0.0,0.0,0.0013516919975691487,0.006523234833404564,0.002609204857426982,0.005814370399733478,0.0003327012726453974
2004-04-20,0.00028328136359356826,-0.0007712932492279643,-0.0010545746128215326,-0.0016056264424872888,0.0002943352798019229,0.0005196733442678309,0.0,0.0,0.0017781468502692328,0.0,0.0,0.001592986550774545,0.0005423974974569865,0.0005786829320873464,-0.00027509728696917593,0.0009119072111403507
2004-04-21,0.00028328136359356826,-0.0141645826926134,-0.014447864056206967,0.012610583510804511,-0.0005014661517437584,0.0019231074422178527,0.0,0.0,0.0014405692587414372,0.0,0.0,0.001996751920085276,0.000704018474975012,0.0017340762862569962,-0.0013786838810600551,0.0025352792296239393
2004-04-22,0.00028328136359356826,0.003830302379847254,0.003547021016253686,-0.0018850545699043858,0.0017674577064142021,-0.00019358660317906904,0.0,0.0,-0.0005109989164549612,0.0,0.0,0.0007549806543784227,-0.002048915467614686,0.00015430080797116492,-0.003963604460273055,0.0015658627745172488
2004-04-23,0.00028328136359356826,-0.005392027365020622,-0.00567530872861419,0.0008234483697407046,-0.0012520543456429952,0.00010730258201409792,0.0,0.0,0.0016591991670115872,0.0,0.0,0.0035237755118095603,0.0020599405887903304,4.389048422928773e-05,0.0023332084177117088,0.002805436442495841
2004-04-26,0.00028328136359356826,0.008238226123096274,0.007954944759502706,-0.005429454596727966,-0.00010003163483368671,0.0024108287152177312,0.0,0.0,-9.561512457388457e-05,0.0,0.0,0.00281554114743754,0.0005285757866413474,0.002444259829526772,0.0012852390142932557,0.0006905045961329991
2004-04-27,0.00028328136359356826,-0.013139706417524296,-0.013422987781117864,0.01005020782168875,-5.671492980360854e-05,0.0009525509004900619,0.0,0.0,0.0013029580373552503,0.0,0.0,0.0013033191521669477,0.001346234246215549,0.005058222760748369,0.002804748306775049,0.004939317018300033
2004-04-28,0.00028328136359356826,-0.005196357285334208,-0.005479638648927776,0.0026176597845838597,0.00010870648238580296,0.0006742612103083913,0.0,0.0,0.0026797665874012462,0.0,0.0,0.0018851167146081362,-0.0004480340137269718,0.0027390453053665357,0.0010118166341648483,0.0022589706000026954
2004-04-29,0.00028328136359356826,-0.014346741886026311,-0.01463002324961988,0.006086898748089333,-0.00018904774675121655,-0.0003843816694513055,0.0,0.0,-0.0008287152288238538,0.0,0.0,0.0018069330049241923,0.0002546589186471426,0.001283286514939854,-0.0020606055040517856,0.0017977886985125714
2004-04-30,0.00028328136359356826,0.022197602526515696,0.021914321162922128,-0.019052983250188737,9.095718094455363e-05,0.012142140147189373,0.0,0.0,0.0018718564634602375,0.0,0.0,0.002979792002391953,0.0002654419881360045,0.0004209781686172247,0.0006003576676743407,-0.000383647500415184
2004-05-10,0.00028328136359356826,-0.02307811907672695,-0.023361400440320517,0.012306275868426234,-0.00024930431869947577,-0.0032783908123958034,0.0,0.0,0.0015637078999747752,0.0,0.0,0.00027568145658927274,0.0006637725690616691,-0.006980135839535843,0.0014920550668531076,0.010214675783350207
2004-05-11,0.00028328136359356826,0.010796258187397621,0.010512976823804053,-0.008860419606049547,0.00010489868954625767,0.008920030048872147,0.0,0.0,0.0014912835404148244,0.0,0.0,0.0007209553477653343,-0.00013154428031518663,0.00997479326996229,2.408519627281027e-05,0.0013213436830578256
2004-05-12,0.00028328136359356826,0.019200985792837338,0.01891770442924377,-0.011491534610150156,0.001693190440268133,0.005441765775703001,0.0,0.0,0.0007114622090249024,0.0,0.0,0.0002656213170714284,-0.00041155555393917423,0.0017815512744324149,-0.001788548721187726,-0.007242135553104198
2004-05-13,0.00028328136359356826,-0.002876231965568034,-0.003159513329161602,0.0016503383915983363,-5.766327808086287e-05,-0.0014190764143594751,0.0,0.0,0.001166049496896488,0.0,0.0,0.0004857140217593992,-0.0004999488906395103,-0.0015331117158564908,0.00016235804876647196,0.0009590944608714148
2004-05-14,0.00028328136359356826,-0.025310559199585546,-0.025593840563179114,0.01696729583838384,-8.213953718541687e-05,-0.0009398057022262785,0.0,0.0,2.7487439022343737e-05,0.0,0.0,-0.0009949276765287116,0.0004624230189960024,-0.010228859943147902,0.0022683294683265194,0.0026434470510292695
2004-05-17,0.00028328136359356826,-0.024833432587093602,-0.02511671395068717,0.022289071057230214,0.00040781003707468077,-0.0008572697140753506,0.0,0.0,0.0007378270661129514,0.0,0.0,-0.0008378768460114549,-0.0015708347824337603,0.0018902351831579607,0.0010547800113038528,0.01818513557227137
2004-05-18,0.00028328136359356826,0.0022750670012014933,0.001991785637607925,0.0011894765008981084,0.00020419346297645934,0.000530160339562615,0.0,0.0,-0.003252113622656293,0.0,0.0,0.003017610900476981,0.00119525865123652,0.0020904011616434746,-0.000714488008493616,0.0020684820698103675
2004-05-19,0.00028328136359356826,0.004282238721834559,0.003998957358240991,-0.004521527306044838,-0.0008039714355186049,0.0009579104873567371,0.0,0.0,-0.00026389248446600296,0.0,0.0,0.00609378484258288,0.006201987427835416,0.0012252849005620807,0.0002549518287855363,0.0010091340393298743
2004-05-20,0.00028328136359356826,-0.004071882012365021,-0.004355163375958589,0.0021731927110370183,-9.04070647601961e-05,0.0003271665245561788,0.0,0.0,-0.0008925937404808368,0.0,0.0,2.0687579213575242e-05,-0.0015265930765201192,0.000355025523891304,0.0011706464399448828,0.0006932759089128407
2004-05-21,0.00028328136359356826,0.00990533826069904,0.009622056897105472,-0.007206788258044153,-2.3144963191798002e-05,-0.00039443972917778896,0.0,0.0,0.002038650762334694,0.0,0.0,0.00022236602056832208,0.0026533527163936105,-0.0003710471079734193,-0.0005994875725600405,0.00018806984279284454
2004-05-24,0.00028328136359356826,0.0005672457414988781,0.00028396437790530985,-0.0024980825872091142,-0.00011289838451044641,0.0004750599206216385,0.0,0.0,0.0007897786420833702,0.0,0.0,0.0008140960676728051,0.0005289985186135635,0.00082831313195161,0.00032979848518264457,0.0012914554697933704
2004-05-25,0.00028328136359356826,-0.015772731550114792,-0.01605601291370836,0.00911976452669569,-0.00019291239022002312,0.00087575216302261,0.0,0.0,0.0004482607173243991,0.0,0.0,0.0013176195058789946,-0.0008131891139805942,0.0010698674632833199,0.0006054256926299329,0.00014259478861250474
2004-05-26,0.00028328136359356826,0.008182264597023333,0.007898983233429765,-0.005533222332218657,-0.00012460626312481754,0.00021120316893218956,0.0,0.0,-0.00028078989604003263,0.0,0.0,-8.480947653730618e-05,0.0002878087564057919,0.001121215215619233,8.318770415639793e-05,0.0011753712688238732
2004-05-27,0.00028328136359356826,0.02210565062781322,0.02182236926421965,-0.013879056229102616,7.353094448732389e-05,-0.000829928606909309,0.0,0.0,-0.0014978369191322072,0.0,0.0,-0.0006618167665793064,0.0007135547511320948,0.002703499104943133,-0.0003181491147154805,0.0009690644912175254
2004-05-28,0.00028328136359356826,-0.003838508865294212,-0.00412179022888778,0.0028979423796746595,0.00012176116349889754,0.0001383102593846281,0.0,0.0,0.002191598882205859,0.0,0.0,0.0004744909510368923,2.8334483362824298e-05,7.891863858110872e-05,0.00020192658908195374,-0.00012966716742705307
2004-05-31,0.00028328136359356826,0.006133157727608488,0.00584987636401492,-0.004692040027227603,-0.00016387656074600906,0.00023193289591564198,0.0,0.0,0.00148295608901063,0.0,0.0,0.0003708151277067707,0.0009088868744617029,0.001559576465483983,0.00015953097305907398,0.0005006129424467674
2004-06-01,0.00028328136359356826,0.012258943665389911,0.011975662301796343,-0.00610316478741476,-0.00022258299125367282,-0.0003094715866291625,0.0,0.0,0.0006367281868186396,0.0,0.0,0.0019823058952648793,0.0010848232783285503,0.0005644791961959886,0.00011573435419714529,0.0014659176951266708
2004-06-02,0.00028328136359356826,-0.01178253498797314,-0.012065816351566708,0.008747472433427071,-0.0004137089932643198,0.0008656622961398331,0.0,0.0,0.00010018016848136802,0.0,0.0,-0.00013089445285674142,0.00014002181870225382,0.0010159426380636411,0.0001885973432652818,-0.0007673355428987943
