,RF,MKT,RMRF,SMB,HML,UMD
2004-02-09,0.0003056478067011703,0.010590139273970421,0.01028449146726925,-0.004068086176658087,-0.0008216314445570025,0.0016014348303049221
2004-02-10,0.0003056478067011703,-0.012203654278093395,-0.012509302084794565,0.0118561350417937,0.0007109669070357622,0.005614195291901714
2004-02-11,0.0003056478067011703,-0.015047798588832812,-0.015353446395533982,0.014109411352181508,0.00039890970565101323,0.0034242745509005658
2004-02-12,0.0003056478067011703,-0.02085677946182577,-0.02116242726852694,0.019636984217859914,0.00011007833553387667,0.0007495968651058865
2004-02-13,0.0003056478067011703,0.0025386651678448975,0.0022330173611437272,-0.003271910182620786,-0.0001724449795394694,0.0010625599014496714
2004-02-16,0.0003056478067011703,0.025236697181361317,0.024931049374660147,-0.016231323008219115,-0.0010360019700599138,-0.0027129859199481144
2004-02-17,0.0003056478067011703,-0.0010796635344677103,-0.0013853113411688807,0.00459824359772453,0.0008381898509767539,-0.00034022659578834824
2004-02-18,0.0003056478067011703,0.00845505386610788,0.00814940605940671,-0.005412037765522184,0.00011965788271349758,-0.0024907144357043166
2004-02-19,0.0003056478067011703,-0.003338118247803234,-0.003643766054504404,0.0030836732561640126,0.00037433437486408556,7.572660875034776e-05
2004-02-20,0.0003056478067011703,0.0005922323145109605,0.0002865845078097902,0.0002401479131825489,-0.000270285151525714,-0.00030219788345115607
2004-02-23,0.0003056478067011703,-0.028625746961952404,-0.028931394768653574,0.019856984721672213,0.00013218021864450698,0.0013100634010173627
2004-02-24,0.0003056478067011703,0.009609620899008294,0.009303973092307124,-0.0094888428005979,0.00019363186658749994,0.0016693090036142076
2004-02-25,0.0003056478067011703,-0.016986320492548883,-0.017291968299250053,0.01141109084001433,-0.0005389916664607701,0.003054426709462861
2004-02-26,0.0003056478067011703,0.019200462183391186,0.018894814376690015,-0.017334610989921846,-0.000784988992338086,-0.00565791016597923
2004-02-27,0.0003056478067011703,0.008337086257677402,0.008031438450976232,-0.0034184740841620913,-0.00034726785692583667,-0.0016546780560128288
2004-03-01,0.0003056478067011703,0.004687991309826637,0.004382343503125467,-0.0012686076799567725,4.7657693569463466e-05,-0.001650500547335678
2004-03-02,0.0003056478067011703,-0.003983758355138487,-0.004289406161839657,0.004313260570387683,0.0002893226043860807,-0.0004460677383385321
2004-03-03,0.0003056478067011703,-0.011342203800377893,-0.011647851607079063,0.005907022624662812,-0.0003073898158124405,1.794934667780654e-05
2004-03-04,0.0003056478067011703,0.0007375044311169114,0.0004318566244157411,0.0008685024089139854,0.0004182864827057228,0.0038838969082469546
2004-03-05,0.0003056478067011703,-0.0031055360357353247,-0.003411183842436495,0.0006557131701511965,-0.0007315727707374355,-0.0004593210496476051
2004-03-08,0.0003056478067011703,-0.007359374097030344,-0.007665021903731514,3.469686003398047e-05,0.000343587350316517,0.001766625706554357
2004-03-09,0.0003056478067011703,0.009956803454887777,0.009651155648186607,-0.011450924152896015,-6.420607942109988e-05,0.0005096585477383516
2004-03-10,0.0003056478067011703,0.027060489867048756,0.026754842060347585,-0.018493560520468653,-0.0004657546851433741,0.00014756109451790267
2004-03-11,0.0003056478067011703,0.005211080825552365,0.004905433018851195,-0.0014841588534585924,8.984198829283123e-05,0.00010617025717950967
2004-03-12,0.0003056478067011703,0.006863949829078513,0.006558302022377342,-0.0058660881291899124,-0.00037121931025406587,0.00037408862997675535
2004-03-15,0.0003056478067011703,0.030776866963631154,0.030471219156929984,-0.022009725680476377,-0.0002326786401075426,0.014211446139955628
2004-03-16,0.0003056478067011703,0.0036272690602813865,0.003321621253580216,-0.0016311327608681098,-1.415268734429778e-05,2.3420432878163235e-06
2004-03-17,0.0003056478067011703,-0.0010733748897917774,-0.0013790226964929477,0.002210746083390508,-2.5895069830686815e-05,0.0006544289337673499
2004-03-18,0.0003056478067011703,-0.01490724802424075,-0.01521289583094192,0.008123331860604377,0.00016393502223757927,0.0012399519146406217
2004-03-19,0.0003056478067011703,0.022368490481246662,0.02206284267454549,-0.017636256085688154,0.0002128620993109363,0.0022232161670983717
2004-03-22,0.0003056478067011703,0.004696474437385264,0.004390826630684094,-0.0030412505496527765,-8.078913239597667e-05,-9.679635429412942e-05
2004-03-23,0.0003056478067011703,-0.015755539459861315,-0.016061187266562485,0.013369724948327244,1.4211842436448393e-05,0.0007266737076934802
2004-03-24,0.0003056478067011703,-8.162004022350283e-05,-0.00038726784692467314,0.0004157242814420685,-7.163795132592531e-05,0.0005363323415681009
2004-03-25,0.0003056478067011703,-0.005772717549497767,-0.006078365356198937,0.0063788992015744745,-0.0004772366338184677,-0.007432561082714103
2004-03-26,0.0003056478067011703,-0.0038558857200640785,-0.004161533526765249,0.005074480753581844,-0.00014670427583478649,-0.0005087469121087212
2004-03-29,0.0003056478067011703,-0.008898105991369679,-0.00920375379807085,0.005227351112027247,-0.0005037099756993709,0.0010586660294505876
2004-03-30,0.0003056478067011703,0.0016450578677649989,0.0013394100610638286,-0.0011703255053740881,4.161519320300579e-06,1.9083783383026397e-05
2004-03-31,0.0003056478067011703,0.007551520241038687,0.007245872434337517,-0.004910219210332491,9.969546233494524e-05,0.00022815630420042443
2004-04-01,0.0003056478067011703,0.010832293223247559,0.010526645416546389,-0.007402286260316531,0.00012968008153675127,4.603914954884e-05
2004-04-02,0.0003056478067011703,0.005063679830126437,0.004758032023425267,-0.0008793275540560102,-0.000154601879278033,0.0006977593019818179
2004-04-05,0.0003056478067011703,-0.009622138771785483,-0.009927786578486654,0.010870432710127881,-0.0004691321835061164,-0.0009279387964379305
2004-04-06,0.0003056478067011703,0.004144412719577221,0.0038387649128760505,-0.0011872502578306348,-0.00048289760464552986,0.00020037418600032995
2004-04-07,0.0003056478067011703,-0.0019142140006620369,-0.002219861807363207,0.002335154563183939,-0.00031074068825977133,0.00023610903971351175
2004-04-08,0.0003056478067011703,-0.004857656395114691,-0.005163304201815861,0.005152116308936114,-0.0006415430551700828,0.00237707890276409
2004-04-09,0.0003056478067011703,-0.02470383024838945,-0.02500947805509062,0.014826888905295956,5.586065867613612e-05,-0.0002762125266628959
2004-04-12,0.0003056478067011703,-0.006890479083242336,-0.007196126889943507,0.0059998598791018735,-0.0002616961281182562,0.0034404057754512116
2004-04-13,0.0003056478067011703,-0.003941252213570499,-0.004246900020271669,0.0017056604892615147,-0.0008778351171929124,-0.000633299701651881
2004-04-14,0.0003056478067011703,-0.005628316804818879,-0.005933964611520049,-0.0006616726438613233,0.00022759115776696895,0.0006453095581150949
2004-04-15,0.0003056478067011703,-0.006013170354760163,-0.006318818161461333,0.004052493341350225,-9.737324926168247e-05,0.0007766970884941877
2004-04-16,0.0003056478067011703,0.01731400963165316,0.01700836182495199,-0.013917798241819277,5.965882928969561e-05,-0.0014531725256018602
2004-04-19,0.0003056478067011703,-0.010986585047654616,-0.011292232854355787,0.005798310682161494,-0.0022011592177373506,-0.0019179165909803597
2004-04-20,0.0003056478067011703,-0.0007712932492279643,-0.0010769410559291347,-0.0016056264424872888,0.0002943352798019229,-0.000548163556855357
2004-04-21,0.0003056478067011703,-0.0141645826926134,-0.01447023049931457,0.012610583510804511,-0.0005014661517437584,0.011421914700763688
2004-04-22,0.0003056478067011703,0.003830302379847254,0.003524654573146084,-0.0018850545699043858,0.0017674577064142021,0.0005230107496334294
2004-04-23,0.0003056478067011703,-0.005392027365020622,-0.005697675171721792,0.0008234483697407046,-0.0012520543456429952,9.56512473382614e-09
2004-04-26,0.0003056478067011703,0.008238226123096274,0.007932578316395104,-0.005429454596727966,-0.00010003163483368671,-9.580108976694216e-05
2004-04-27,0.0003056478067011703,-0.013139706417524296,-0.013445354224225466,0.01005020782168875,-5.671492980360854e-05,-1.7492271739783806e-05
2004-04-28,0.0003056478067011703,-0.005196357285334208,-0.005502005092035378,0.0026176597845838597,0.00010870648238580296,-0.001477930139678972
2004-04-29,0.0003056478067011703,-0.014346741886026311,-0.014652389692727481,0.006086898748089333,-0.00018904774675121655,0.0004816258027423308
2004-04-30,0.0003056478067011703,0.022197602526515696,0.021891954719814526,-0.019052983250188737,9.095718094455363e-05,0.001518718959360298
2004-05-10,0.0003056478067011703,-0.02307811907672695,-0.02338376688342812,0.012306275868426234,-0.00024930431869947577,-0.0004036713163537819
2004-05-11,0.0003056478067011703,0.010796258187397621,0.010490610380696451,-0.008860419606049547,0.00010489868954625767,-0.001769435321735413
2004-05-12,0.0003056478067011703,0.019200985792837338,0.018895337986136167,-0.011491534610150156,0.001693190440268133,-0.00027980895480425724
2004-05-13,0.0003056478067011703,-0.002876231965568034,-0.003181879772269204,0.0016503383915983363,-5.766327808086287e-05,-0.00014921128217834027
2004-05-14,0.0003056478067011703,-0.025310559199585546,-0.025616207006286716,0.01696729583838384,-8.213953718541687e-05,0.0005173910512134613
2004-05-17,0.0003056478067011703,-0.024833432587093602,-0.025139080393794772,0.022289071057230214,0.00040781003707468077,-0.0023472425538740836
2004-05-18,0.0003056478067011703,0.0022750670012014933,0.001969419194500323,0.0011894765008981084,0.00020419346297645934,-0.0016859957265302865
2004-05-19,0.0003056478067011703,0.004282238721834559,0.003976590915133389,-0.004521527306044838,-0.0008039714355186049,-0.0012508275645117535
2004-05-20,0.0003056478067011703,-0.004071882012365021,-0.004377529819066191,0.0021731927110370183,-9.04070647601961e-05,-1.0170233600450065e-05
2004-05-21,0.0003056478067011703,0.00990533826069904,0.00959969045399787,-0.007206788258044153,-2.3144963191798002e-05,-0.0007002131640021238
2004-05-24,0.0003056478067011703,0.0005672457414988781,0.0002615979347977078,-0.0024980825872091142,-0.00011289838451044641,6.041839722941729e-05
2004-05-25,0.0003056478067011703,-0.015772731550114792,-0.016078379356815962,0.00911976452669569,-0.00019291239022002312,-0.0058241899495073204
2004-05-26,0.0003056478067011703,0.008182264597023333,0.007876616790322163,-0.005533222332218657,-0.00012460626312481754,-0.00027824890266416876
2004-05-27,0.0003056478067011703,0.02210565062781322,0.02180000282111205,-0.013879056229102616,7.353094448732389e-05,0.007462977631952644
2004-05-28,0.0003056478067011703,-0.003838508865294212,-0.0041441566719953825,0.0028979423796746595,0.00012176116349889754,0.00015904290113180757
2004-05-31,0.0003056478067011703,0.006133157727608488,0.005827509920907318,-0.004692040027227603,-0.00016387656074600906,1.1998576237762628e-05
2004-06-01,0.0003056478067011703,0.012258943665389911,0.01195329585868874,-0.00610316478741476,-0.00022258299125367282,-0.0005643779146269325
2004-06-02,0.0003056478067011703,-0.01178253498797314,-0.01208818279467431,0.008747472433427071,-0.0004137089932643198,0.004184902862209404
2004-06-03,0.0003056478067011703,-0.01309290643365628,-0.013398554240357451,0.007604508997094444,3.6271061173525276e-05,0.0014083648451506828
2004-06-04,0.0003056478067011703,-0.0012624828004695048,-0.0015681306071706751,0.0010697593286505866,3.1292253702146068e-06,0.0009106792781822963
2004-06-07,0.0003056478067011703,-0.01654639220256162,-0.01685204000926279,0.011059012702177977,-0.00013835377052722847,-0.000795055265389101
2004-06-08,0.0003056478067011703,-0.023835599901823056,-0.024141247708524226,0.018680409303224742,-0.00013529714868428243,-0.0026928915244239177
2004-06-09,0.0003056478067011703,-0.007431469385693167,-0.007737117192394337,0.0008271923449623978,5.5538914916781167e-05,0.0007719619216380023
2004-06-10,0.0003056478067011703,0.0059066449310999185,0.005600997124398748,-0.006643457737658779,0.00010353642250079399,0.0002538584726036461
2004-06-11,0.0003056478067011703,-0.0010219931599526123,-0.0013276409666537826,-0.00029954308259870374,0.00018616857631596472,-0.0006150777178843411
2004-06-14,0.0003056478067011703,-0.017094831690740556,-0.017400479497441727,0.010178798625102663,-0.0003519979698015079,-0.0005524035222476444
2004-06-15,0.0003056478067011703,0.021553915979981488,0.021248268173280318,-0.013249636355827524,0.0001850616316723205,-0.00028967916677022164
2004-06-16,0.0003056478067011703,0.010829713778043077,0.010524065971341907,-0.008800095458933467,-0.00028823723586451347,0.004022277095216096
2004-06-17,0.0003056478067011703,-0.021323251331611854,-0.021628899138313024,0.013813932505439306,-5.789264976552636e-05,0.006857446127547846
2004-06-18,0.0003056478067011703,-0.016086448416625043,-0.016392096223326214,0.011610550879603105,-0.00021952809853095342,0.0005882286381715531
2004-06-21,0.0003056478067011703,-0.0015082223165618159,-0.0018138701232629862,0.0024775737225453255,8.881997091414825e-05,-0.0004685520735843247
2004-06-22,0.0003056478067011703,0.015232307592254576,0.014926659785553405,-0.010484715073098146,0.00020733969526833554,-0.00019616341666898584
2004-06-23,0.0003056478067011703,-0.005986695763407843,-0.0062923435701090135,0.0025725975764089967,-0.0007568690994902704,0.00033511034141114703
2004-06-24,0.0003056478067011703,-0.010649325855518803,-0.010954973662219973,0.009756261807574041,-0.00024373264626804795,0.005420519463922211
2004-06-25,0.0003056478067011703,0.002858196857518801,0.002552549050817631,0.005188842599238185,-0.010984543058673002,-0.001452207957870597
2004-06-28,0.0003056478067011703,-0.003985863668227911,-0.004291511474929081,-0.0005377089877193081,0.00028985481809972347,-0.0002509412584807917
2004-06-29,0.0003056478067011703,0.0247130550161068,0.02440740720940563,-0.020883398783218717,0.00048785220048355184,0.0002860183078505674
2004-06-30,0.0003056478067011703,-0.000576024320587293,-0.0008816721272884633,-0.0004424348947873019,-0.00027845621590117845,-0.00010109777031933805
2004-07-01,0.0003056478067011703,0.02761842879787102,0.02731278099116985,-0.01640945529328139,7.707793037247496e-05,0.0010651743789221117
2004-07-02,0.0003056478067011703,8.832420334309326e-05,-0.00021732360335807705,0.00035862476957590885,0.0001416330784230188,0.00013226857730664948
2004-07-05,0.0003056478067011703,0.002805396334191904,0.002499748527490734,-0.003404721231751957,-0.00014081669231739302,0.0005217336991520198
2004-07-06,0.0003056478067011703,0.002334693134168267,0.0020290453274670966,0.00019002136092844389,3.055271665948801e-06,-0.0009845582952976613
2004-07-07,0.0003056478067011703,-0.005347738233543875,-0.005653386040245045,0.0020402761944750543,5.760311970996233e-05,0.0010055112136811628
2004-07-08,0.0003056478067011703,-0.0010968337939921686,-0.001402481600693339,0.0013702370399844394,4.3928666395508684e-05,-0.0006012912676334676
2004-07-09,0.0003056478067011703,-0.004456913606254641,-0.004762561412955811,0.0027368319299177473,-8.005488595253343e-06,-0.000530918399407327
2004-07-12,0.0003056478067011703,-0.0186219711704821,-0.018927618977183272,0.010806327267205384,-7.142090478284792e-05,0.0024832067766742613
2004-07-13,0.0003056478067011703,0.0023978227471251,0.0020921749404239297,-0.0019531668253673236,9.18438809106935e-05,-0.0010903697250058207
2004-07-14,0.0003056478067011703,0.01077973568498601,0.010474087878284839,-0.011311366915387954,-0.000334197339436237,8.661663496424679e-05
2004-07-15,0.0003056478067011703,0.015604662198275953,0.015299014391574783,-0.011319186597834215,3.266884502506535e-06,0.005229181696349287
2004-07-16,0.0003056478067011703,0.019933989552760524,0.019628341746059354,-0.008649879317199695,1.8103628117362158e-05,0.0007959205279379444
2004-07-19,0.0003056478067011703,0.001304324638009518,0.0009986768313083477,0.0003122133835823676,-0.00038358188467699857,-0.000650801842396583
2004-07-20,0.0003056478067011703,-0.00790559247250311,-0.008211240279204281,0.004388907670940826,-0.0002607275016782167,-0.00029897581728521215
2004-07-21,0.0003056478067011703,0.0038289130646350254,0.003523265257933855,-0.0010695289078596969,-0.0020152921369807277,-0.0008317693847543753
2004-07-22,0.0003056478067011703,-0.0322270968566067,-0.03253274466330787,0.02287210912768183,-0.00022480033872779504,-0.00048732051557143533
2004-07-23,0.0003056478067011703,-0.006462156368037386,-0.006767804174738557,0.00805911964273172,-0.00031441268461896755,0.00028258454646201746
2004-07-26,0.0003056478067011703,-0.012944021252698753,-0.013249669059399923,0.008216408913026173,-0.0003099491360011071,-0.0005998581567517999
2004-07-27,0.0003056478067011703,-0.00323631040937724,-0.0035419582160784104,-0.001085421630878526,-6.0960874243539364e-05,-0.0010437879197159744
2004-07-28,0.0003056478067011703,0.0009835005951792282,0.0006778527884780579,0.0010218741169368242,-0.0003854672997092455,-0.0006601719664959267
2004-07-29,0.0003056478067011703,0.014729926636632883,0.014424278829931712,-0.009979093208504824,-4.105174500119318e-05,-0.002710943820852102
2004-07-30,0.0003056478067011703,-0.013762507769514602,-0.014068155576215772,0.009519094987168162,-4.287897291990175e-05,-0.005115142992612615
2004-08-02,0.0003056478067011703,-0.00903221858368315,-0.00933786639038432,0.005736570951415092,-0.00037706683199271356,-0.0010132061601123505
2004-08-03,0.0003056478067011703,-0.007965882842360576,-0.008271530649061746,0.005903646530187541,-0.00029364820916623525,0.005060412066395901
2004-08-04,0.0003056478067011703,0.0304720225080022,0.03016637470130103,-0.02050034937205585,0.0004951837349284121,-0.00012280057574169515
2004-08-05,0.0003056478067011703,-0.009501510203716135,-0.009807158010417306,0.004567065753461049,-0.00014310545152162573,-0.00021664915506172298
2004-08-06,0.0003056478067011703,0.00612369525332816,0.0058180474466269895,-0.006658660488957131,0.0008418909697097997,8.108753567012e-05
2004-08-09,0.0003056478067011703,0.008065967698222534,0.007760319891521364,-0.008267726367394288,-3.3404998960007116e-05,-0.00011930697032049438
2004-08-10,0.0003056478067011703,0.0032364064179681963,0.002930758611267026,-0.0005343245705574448,-0.00030232854201368516,-0.0001560102997042589
2004-08-11,0.0003056478067011703,-0.00976272809767258,-0.01006837590437375,0.005879151224090154,-0.00016118175453080756,0.00016070110557350227
2004-08-12,0.0003056478067011703,-0.008602285844547695,-0.008907933651248865,0.004442278130363234,-0.0003191578723065392,0.00035454101527858264
2004-08-13,0.0003056478067011703,0.0010119767105231758,0.0007063289038220055,0.0012406256867286678,-0.00024234399912091557,-0.000883353114637236
2004-08-16,0.00029709180491077625,-0.0025127687489355476,-0.002809860553846324,-0.0004506681732488767,5.383396380308279e-05,-0.0005358062178522694
2004-08-17,0.00029709180491077625,0.0060816225967112595,0.005784530791800483,-0.004603066745330725,5.973654077409197e-06,0.00037902714868670237
2004-08-18,0.00029709180491077625,0.0015213917960459032,0.001224299991135127,-0.0014338932812126707,0.00011538864658112442,0.00021189462957509048
2004-08-19,0.00029709180491077625,-0.0081861949651542,-0.008483286770064977,0.003490854124832738,-7.714596668928665e-05,4.638140253958897e-05
2004-08-20,0.00029709180491077625,0.0029009014571433683,0.002603809652232592,-0.003831635295674469,-1.2549498345790149e-05,0.0011187735916345816
2004-08-23,0.00028424543981464545,-0.012963621432763174,-0.01324786687257782,0.009359142198761397,0.00042718865982039364,0.0011765791550729994
2004-08-24,0.00028424543981464545,0.010755094558141907,0.010470849118327262,-0.007494870426642857,0.0004425746099960314,0.0009112188025642321
2004-08-25,0.00028424543981464545,-0.005949278886551852,-0.006233524326366497,0.003788169609028443,0.00011846246400438207,0.00011130306207667094
2004-08-26,0.00028424543981464545,-0.00010251729135255612,-0.00038676273116720157,-0.0007589429544751902,1.210218102038429e-05,0.00022314016561309364
2004-08-27,0.00028424543981464545,-0.01194995840401772,-0.012234203843832366,0.007719623267376727,0.00012067988600405723,-5.482496367043889e-05
2004-08-30,0.00026280177959492335,-0.001427717973841024,-0.0016905197534359474,0.0019543327750638903,0.00023135825821981608,-0.0003371831287229995
2004-08-31,0.00026280177959492335,0.01609160771491955,0.015828805935324628,-0.0076017843132656785,0.0002831057507132803,0.0010643449766996195
2004-09-01,0.00026280177959492335,-0.015670874831055878,-0.0159336766106508,0.010583127491817714,-0.00026372911125510353,-0.0005194379331813988
2004-09-02,0.00026280177959492335,-0.002428287883743968,-0.0026910896633388914,0.005894756060661788,0.00017305913734594602,5.1174585297407513e-05
2004-09-03,0.00026280177959492335,-0.00029511396681488895,-0.0005579157464098123,-0.0014978750697926559,-5.064695950149059e-05,-8.467779164092752e-05
2004-09-06,0.0002499156959177018,-0.00790267814289727,-0.008152593838814972,0.005831058927236289,-0.00010855185740416771,-0.00011195721030993357
2004-09-07,0.0002499156959177018,0.0058348431038076996,0.005584927407889998,-0.004668871656439717,-0.00014981881234727177,-0.00013883233408470253
2004-09-08,0.0002499156959177018,-0.017914962214582004,-0.018164877910499706,0.01626496939898611,-8.667547920107817e-05,0.00027854370994752895
2004-09-09,0.0002499156959177018,-0.02040294871144934,-0.020652864407367043,0.012791685317499342,-0.00020063896891900465,0.0012106005256355325
2004-09-10,0.0002499156959177018,0.0042591645383992125,0.004009248842481511,-0.0032172940240245305,0.00025147716410147823,0.000356203092136355
2004-09-13,0.00026280177959492335,-0.017313051157347676,-0.0175758529369426,0.010097984369261351,-1.3923267575352278e-05,1.6880265596371543e-05
2004-09-14,0.00026280177959492335,0.034487120365838925,0.034224318586244,-0.023139652514543203,0.0005174582040023887,-0.0003972652037900734
2004-09-15,0.00026280177959492335,0.03635911384033294,0.03609631206073802,-0.019759202565021478,0.00025500345447705686,-0.00012132848899712705
2004-09-16,0.00026280177959492335,0.010366467546903863,0.01010366576730894,-0.006231429744422436,-0.00020367617186724685,-0.0006149266107949528
2004-09-17,0.00026280177959492335,0.032196254249113876,0.03193345246951895,-0.018972108642359684,-7.1084122338258785e-06,-0.0006130756258946879
2004-09-20,0.00027138420913641603,0.029119938364472173,0.028848554155335757,-0.015636393342976253,2.0914134217061642e-05,-0.00999816682635987
2004-09-21,0.00027138420913641603,-0.014553644178505538,-0.014825028387641954,0.011585647367634434,-0.0003351179530808976,-0.00047293808443027647
2004-09-22,0.00027138420913641603,-0.01800024928873606,-0.018271633497872475,0.013118845560489496,-0.0009048513368257375,0.0024795888367062013
2004-09-23,0.00027138420913641603,0.03416127736749324,0.033889893158356825,-0.020722552521145694,3.257633609115695e-05,0.0007596936283017644
2004-09-24,0.00027138420913641603,-0.012375752123638077,-0.012647136332774494,0.007537076081818057,-0.0007467967713683511,0.005812448339317922
2004-09-27,0.00026280177959492335,0.003109125266862168,0.0028463234872672448,-0.005336423062798336,0.0004264718568722379,0.0002482310095091966
2004-09-28,0.00026280177959492335,0.00359571179294656,0.0033329100133516368,-0.0003044725512931899,-0.0001561842893832975,-0.0005256688573965053
2004-09-29,0.00026280177959492335,-0.011223655626073411,-0.011486457405668334,0.006688947049736556,-0.0003245500190390628,0.00034849903547368253
2004-09-30,0.00026709382279799243,-0.015250631546381966,-0.015517725369179959,0.0111534163855901,-0.0003269660400062569,0.0015360925623797476
2004-10-08,0.00026709382279799243,0.007737402252320356,0.007470308429522363,0.0020351154510740844,-0.0007969546093198508,0.00027826178846294914
2004-10-11,0.00026709382279799243,-0.018125825112437946,-0.01839291893523594,0.015571008588335948,-0.00047337137053315845,-0.0005093861124193873
2004-10-12,0.00026709382279799243,-0.024278838628263032,-0.024545932451061025,0.01600239903828578,0.00036414387898215555,-0.00029267194204302995
2004-10-13,0.00026709382279799243,-0.001468877622998243,-0.0017359714457962354,0.0006007629840873034,0.00015008265698193793,-0.0007147801435668323
2004-10-14,0.00026709382279799243,-0.021414274057397733,-0.021681367880195725,0.0049977749309019735,-4.06745831374592e-05,0.0009179726900387297
2004-10-15,0.00026709382279799243,-0.0023285054168125617,-0.002595599239610554,0.001540676249861425,-0.00021982607697878517,0.0008167971387594105
2004-10-18,0.00027567293989605446,-0.0009947612500453363,-0.0012704341899413907,-0.00034131229900063304,0.00011240260323638703,-0.00021644121544460866
2004-10-19,0.00027567293989605446,0.006099286467451095,0.0058236135275550405,-0.0032994781065906345,-4.678351587611586e-05,0.003095270518932821
2004-10-20,0.00027567293989605446,-0.0036444795479906073,-0.003920152487886661,0.002181238753188805,6.720806094914117e-05,0.0024786745102256
2004-10-21,0.00027567293989605446,-0.01900310038062743,-0.019278773320523485,0.015100082499829378,-0.0011352202941344357,0.0036126279096987176
2004-10-22,0.00027567293989605446,0.021938778359886096,0.02166310541999004,-0.017035562705692096,-0.000811531022441875,-0.0037526206302016126
2004-10-25,0.0002799600163612137,-0.020742724337643022,-0.021022684354004235,0.014850578737728019,-0.0008672135454601591,0.0004352900298388284
2004-10-26,0.0002799600163612137,0.011436266275635501,0.011156306259274287,-0.009031421763613,1.0470787832246489e-05,-0.0054954486630058854
2004-10-27,0.0002799600163612137,0.009134188120487129,0.008854228104125915,-0.0058290581589082735,0.00022745670820673017,-0.0024503437283421485
2004-10-28,0.0002799600163612137,0.004816617164629728,0.004536657148268514,-0.003970452830113988,0.0016515999591586472,-0.0005925095511177814
2004-10-29,0.0002799600163612137,-0.011102804975482423,-0.011382764991843637,0.0018908680856037096,-0.000658871704380672,0.0008038091909108455
2004-11-01,0.0002799600163612137,-0.0118099360792229,-0.012089896095584115,0.007339260691402748,-0.0034591372810133907,0.0008996317801694912
2004-11-02,0.0002799600163612137,-0.006054280462584211,-0.006334240478945425,0.0033142380166011017,0.00019806205171703093,-0.00028404714265279306
2004-11-03,0.0002799600163612137,0.015852885949374094,0.01557292593301288,-0.008125803201650924,0.0009328368121414563,-0.0011610243082112903
2004-11-04,0.0002799600163612137,-0.012087379876258537,-0.01236733989261975,0.003772043097205483,-0.0012487626549518606,-0.002784760235755042
2004-11-05,0.0002799600163612137,-0.000193505202942847,-0.0004734652193040607,-0.0001647921338310109,0.0008661965009407875,0.0003161214135974313
2004-11-08,0.00027460091234643436,-0.002365762376381402,-0.0026403632887278365,0.002646209169694687,-0.000142333608951078,-0.00012000648978432757
2004-11-09,0.00027460091234643436,0.000666858133926548,0.00039225722158011365,0.0015034462434906444,-0.00034115701415900066,0.0025388279017554568
2004-11-10,0.00027460091234643436,0.03457176365094738,0.03429716273860094,-0.018559887620753498,2.9232718312645822e-05,-0.0012960982568717668
2004-11-11,0.00027460091234643436,-0.008474888765031675,-0.00874948967737811,0.006208168791732442,-3.465154660729536e-05,3.6969745447178084e-05
2004-11-12,0.00027460091234643436,0.005038505034805283,0.004763904122458849,-0.003947397859976685,-3.495094226947768e-05,-0.00024342198331250907
